Year,Month,Rainfall_mm,Temperature_C,Water_Consumption_MLD,Reservoir_Level_MCM,Population,Water_Availability_MLD,Scarcity_Level
2012,4,19.3,31.9,473.55,157.8,3253450,240.45,High
2012,4,43.8,31.6,304.03,221.43,2509379,534.71,Low
2012,4,23.8,34.5,207.21,163.62,1176252,385.81,Low
2012,4,24.1,34.2,554.59,206.79,3669875,398.79,High
2012,4,28.1,30.9,450.73,196.62,2981198,417.76,Medium
2012,4,15.8,32.3,426.72,185.91,2977953,388.68,Medium
2012,4,10.4,34.3,445.87,222.17,2387309,518.31,Medium
2012,4,39.1,32.7,477.29,246.84,4422739,483.18,Medium
2012,4,108.3,33.5,528.87,272.82,3933069,647.54,Low
2012,4,7.0,32.8,685.27,176.73,3860788,299.22,High
2012,4,40.4,34.3,679.74,188.82,3681446,350.17,High
2012,5,25.1,33.9,631.44,144.29,4110715,161.61,High
2012,5,35.9,32.4,370.03,213.33,2183526,557.14,Low
2012,5,24.5,31.7,232.95,139.12,1457321,389.88,Low
2012,5,59.7,33.6,153.91,248.34,981228,728.26,Low
2012,5,1.4,32.0,143.78,207.83,1193200,538.57,Low
2012,5,95.4,33.1,346.51,228.72,2818742,583.53,Low
2012,5,23.9,33.0,709.68,114.43,4413785,76.83,High
2012,5,89.1,34.4,425.28,188.01,3260498,376.79,Medium
2012,5,73.1,34.0,646.13,135.42,4303393,196.49,High
2012,5,29.4,35.8,409.64,165.69,3349034,374.12,Medium
2012,5,83.6,31.9,604.86,215.23,4077327,485.83,Medium
2012,5,39.2,32.9,391.32,202.41,2712162,421.25,Medium
2012,5,31.6,34.4,340.01,214.85,2788255,502.91,Low
2012,5,41.7,33.7,313.49,165.46,2222328,457.32,Low
2012,5,15.6,32.2,402.8,229.69,3127752,543.98,Low
2012,6,89.5,31.1,230.62,161.23,1663469,413.89,Low
2012,6,80.3,33.4,382.78,218.92,2882129,547.99,Low
2012,6,91.2,33.3,373.96,223.1,2295589,551.32,Low
2012,6,199.2,32.7,538.73,282.3,3774105,713.2,Low
2012,6,95.4,33.0,424.38,209.07,2789622,481.08,Medium
2012,6,108.5,31.6,249.18,206.41,2100139,545.0,Low
2012,6,108.4,33.0,521.21,246.11,3203879,582.32,Medium
2012,6,170.4,33.6,203.58,207.01,1222595,565.39,Low
2012,6,9.7,33.8,410.46,190.54,2656730,416.66,Medium
2012,6,113.2,31.4,258.89,185.23,1645141,453.09,Low
2012,6,26.5,30.9,438.32,171.99,2885321,313.86,High
2012,6,216.3,30.6,409.24,237.83,2746806,591.57,Low
2012,6,26.0,29.9,407.27,210.51,2764414,499.37,Low
2012,6,55.0,31.6,506.54,224.85,3755879,480.45,Medium
2012,6,134.5,32.9,540.33,211.98,3296865,447.21,Medium
2012,6,55.5,31.6,669.55,252.24,4216835,489.05,High
2012,6,186.2,33.6,150.19,248.7,1189106,745.19,Low
2012,6,58.0,28.2,428.29,170.83,3454342,432.04,Medium
2012,6,169.0,33.8,283.74,290.18,2143850,808.77,Low
2012,6,256.2,33.6,346.91,310.03,2273063,792.04,Low
2012,7,367.4,30.5,475.65,309.12,4069320,851.32,Low
2012,7,132.5,34.6,378.73,232.25,2622136,539.99,Low
2012,7,76.2,32.4,240.51,245.12,1399599,696.61,Low
2012,7,87.4,31.8,355.82,209.97,2680777,463.33,Low
2012,7,321.5,32.4,459.3,273.77,3465956,743.21,Low
2012,7,44.0,31.0,161.3,159.38,1317861,446.3,Low
2012,7,134.7,34.4,204.56,284.0,1493495,839.81,Low
2012,7,67.3,33.4,418.86,244.62,2964011,588.19,Low
2012,7,123.1,30.3,240.43,246.25,1748242,694.07,Low
2012,7,161.1,31.7,317.67,289.06,1986628,810.98,Low
2012,7,285.2,29.1,167.95,311.14,1098327,1008.7,Low
2012,7,108.0,31.7,406.92,216.19,2685135,574.54,Low
2012,7,122.3,34.3,453.13,233.97,3265966,571.94,Low
2012,7,156.8,32.0,379.58,254.92,2784903,635.25,Low
2012,7,126.7,30.0,132.25,221.73,941151,687.36,Low
2012,7,117.8,35.3,528.89,185.42,2855664,350.57,High
2012,7,56.5,35.2,193.81,207.53,1055335,540.68,Low
2012,7,154.0,29.5,481.06,194.47,2915988,447.7,Medium
2012,7,330.3,35.3,241.31,297.32,2091585,887.63,Low
2012,8,40.1,32.1,331.4,199.61,2080246,504.75,Low
2012,8,70.6,28.0,419.23,245.49,3057778,578.14,Low
2012,8,50.8,30.7,164.8,175.23,987577,401.59,Low
2012,8,388.1,30.3,659.92,307.36,3971123,770.98,Medium
2012,8,72.3,28.6,204.59,275.33,1818180,742.04,Low
2012,8,229.6,33.4,198.46,246.3,1077812,747.89,Low
2012,8,121.4,28.6,437.45,163.4,3444101,379.62,Medium
2012,8,207.6,27.1,394.8,279.9,2926244,679.08,Low
2012,8,245.5,30.6,543.74,218.12,4072413,532.32,Medium
2012,8,114.5,28.4,452.88,181.86,2810956,396.12,Medium
2012,8,171.8,31.8,493.59,262.21,3304001,653.63,Low
2012,8,103.6,27.6,573.45,235.48,4538009,499.59,Medium
2012,8,83.6,31.2,320.15,199.44,2446467,470.0,Low
2012,8,90.9,31.7,281.31,209.54,1898003,502.72,Low
2012,8,14.2,29.8,181.74,254.62,1307746,692.49,Low
2012,8,100.2,28.2,469.39,173.22,3296622,389.09,Medium
2012,8,53.0,27.0,411.08,229.26,2977271,460.15,Medium
2012,9,114.4,28.8,579.0,203.29,4107050,456.05,High
2012,9,51.9,28.6,344.0,215.78,2217478,487.83,Low
2012,9,167.9,25.3,346.55,314.03,2274924,864.54,Low
2012,9,214.3,25.9,467.45,233.95,3549711,601.66,Low
2012,9,364.6,27.0,337.53,327.93,2528458,931.22,Low
2012,9,30.5,26.9,462.32,173.83,2853708,330.83,High
2012,9,63.6,26.1,536.01,151.96,3153435,270.24,High
2012,9,172.7,28.0,484.45,286.13,3139970,774.86,Low
2012,9,123.3,31.3,620.56,178.09,4576036,333.84,High
2012,9,43.8,27.0,381.33,166.52,2714857,343.28,Medium
2012,9,65.9,28.9,520.19,182.22,3428608,399.0,High
2012,9,19.0,26.0,287.66,204.55,1886664,531.36,Low
2012,9,42.2,28.6,322.32,226.29,2408558,546.23,Low
2012,9,6.4,31.5,507.87,184.54,3314474,371.86,High
2012,9,145.8,26.8,262.93,281.3,2283007,773.93,Low
2012,10,14.0,28.6,166.65,207.07,1290309,585.99,Low
2012,10,55.0,29.8,600.87,208.26,3782650,418.94,High
2012,10,61.4,26.4,299.2,240.78,2766682,609.08,Low
2012,10,12.2,30.5,741.65,162.97,4445510,188.73,High
2012,10,69.8,27.2,281.85,169.5,1766749,422.86,Low
2012,10,29.8,26.8,175.74,218.35,1243768,558.07,Low
2012,10,33.1,26.2,203.39,223.48,1630850,584.25,Low
2012,10,20.6,27.6,342.08,211.63,2307143,458.72,Low
2012,10,84.5,30.7,282.48,218.97,2054411,510.89,Low
2012,10,34.3,31.1,322.02,143.47,1980397,315.65,Medium
2012,10,61.0,28.7,119.43,198.36,849158,527.1,Low
2012,10,43.6,29.0,483.45,221.93,3477855,539.28,Medium
2012,10,22.0,24.8,451.8,193.8,3109532,415.33,Medium
2012,10,56.6,29.1,149.39,222.81,972986,583.62,Low
2012,10,98.7,28.5,670.54,249.19,4523987,539.16,Medium
2012,10,84.9,25.1,341.87,254.38,2656259,602.03,Low
2012,10,41.2,30.0,346.16,190.16,2152751,392.08,Medium
2012,10,95.8,28.6,421.55,270.32,2963248,649.41,Low
2012,10,66.0,29.7,468.77,234.93,2598500,575.65,Low
2012,10,6.5,28.8,192.06,172.12,1373413,414.33,Low
2012,11,20.2,26.9,269.75,223.84,2163471,553.94,Low
2012,11,29.3,22.7,404.36,172.83,3716088,388.04,Medium
2012,11,60.4,24.6,306.45,225.36,2476543,599.3,Low
2012,11,47.5,23.0,429.32,194.76,3960331,419.41,Medium
2012,11,83.4,26.3,150.73,194.36,943814,547.7,Low
2012,11,34.9,27.7,350.2,183.34,2546194,371.93,Medium
2012,11,4.7,26.1,98.34,194.53,828136,495.57,Low
2012,11,19.1,29.1,400.64,203.43,2248587,446.09,Medium
2012,11,38.5,25.5,175.06,184.48,1317975,449.05,Low
2012,11,30.6,27.9,390.82,119.54,3324280,254.92,High
2012,11,30.4,30.5,241.97,175.91,2257482,414.42,Low
2012,11,21.1,29.0,494.99,222.68,4313012,419.79,Medium
2012,11,81.0,27.1,622.28,167.24,3823286,252.68,High
2012,12,10.7,26.6,306.34,173.73,1960324,385.94,Low
2012,12,30.2,25.6,207.58,254.07,1478939,681.95,Low
2012,12,50.0,28.8,729.41,176.96,4386643,199.99,High
2012,12,16.2,25.7,676.28,137.37,4020431,210.87,High
2012,12,33.5,31.4,164.04,256.96,978505,710.53,Low
2012,12,84.1,26.0,144.79,242.39,1086867,657.82,Low
2012,12,22.2,26.2,138.04,207.09,1125514,524.28,Low
2012,12,29.7,25.4,309.98,202.14,2134628,496.82,Low
2012,12,101.6,24.6,218.88,194.41,1890433,532.5,Low
2012,12,19.7,26.8,317.64,199.32,2576614,465.66,Low
2012,12,128.1,26.7,239.28,239.95,2098914,667.19,Low
2012,12,144.7,25.7,569.92,233.61,4312686,504.24,Medium
2012,12,77.2,26.2,110.59,215.91,1065709,649.17,Low
2012,12,77.9,22.1,665.45,182.18,4325635,315.86,High
2012,12,76.1,24.8,151.48,266.32,1300355,697.64,Low
2012,12,46.7,26.1,473.36,208.77,3253024,469.55,Medium
2012,12,59.5,27.6,322.95,181.15,2217593,465.03,Low
2012,12,58.0,25.4,635.82,202.35,4605233,391.04,High
2013,1,72.1,26.6,229.24,232.02,2032722,607.29,Low
2013,1,68.3,25.9,709.79,222.2,4720649,409.27,High
2013,1,62.8,25.0,428.16,250.14,4457685,599.62,Low
2013,1,11.2,27.8,698.23,178.33,4461662,196.89,High
2013,1,19.2,26.1,578.83,137.54,4235718,226.58,High
2013,1,24.0,25.3,400.58,214.16,2471803,415.66,Medium
2013,1,24.6,23.9,396.68,173.8,3305826,383.17,Medium
2013,1,45.4,28.5,439.86,208.2,3277341,396.47,Medium
2013,1,45.3,26.6,341.36,194.97,2312889,407.14,Medium
2013,1,59.8,25.6,342.43,138.59,2246462,270.23,High
2013,1,122.7,24.8,685.53,215.3,4669993,424.16,High
2013,2,69.3,27.2,300.24,158.02,2443295,388.48,Low
2013,2,120.7,25.5,435.5,230.82,3380207,588.0,Low
2013,2,27.8,27.0,331.29,193.79,2480559,416.9,Low
2013,2,21.4,29.0,373.32,139.73,2795682,327.97,Medium
2013,2,1.3,26.4,367.07,194.86,2193265,459.4,Low
2013,2,37.2,28.0,417.97,137.67,2345750,276.72,High
2013,2,106.5,28.8,309.54,232.9,2025060,698.09,Low
2013,2,29.2,27.6,338.49,182.6,2499881,445.4,Low
2013,2,75.8,29.6,618.11,145.25,3891389,162.32,High
2013,2,95.3,29.9,245.83,204.76,1975992,587.89,Low
2013,2,52.6,28.2,525.38,175.53,4361532,335.4,High
2013,2,99.6,27.5,734.23,168.26,4518042,299.65,High
2013,2,16.7,25.8,324.65,162.99,2212128,365.24,Medium
2013,2,48.1,27.9,437.22,141.58,3400781,250.65,High
2013,3,42.8,29.8,327.41,192.8,2443805,483.39,Low
2013,3,45.7,28.0,478.01,166.3,2904500,345.76,High
2013,3,27.8,31.2,447.48,147.45,3623805,313.58,High
2013,3,6.1,32.0,405.46,209.51,3013472,400.17,Medium
2013,3,86.0,29.3,148.28,256.15,983791,747.42,Low
2013,3,46.0,32.2,357.17,191.57,2535540,465.56,Low
2013,3,69.5,32.4,619.43,221.29,4463248,450.16,High
2013,3,18.8,30.6,374.33,162.32,2800370,380.3,Medium
2013,3,88.7,32.2,654.72,164.67,3980943,253.21,High
2013,3,20.3,29.4,618.53,151.7,4602064,184.32,High
2013,3,24.9,27.5,556.33,183.05,3582362,310.62,High
2013,3,8.7,34.8,256.76,168.14,1651952,358.23,Low
2013,3,102.6,28.5,680.12,236.55,4434015,470.26,High
2013,3,40.9,29.4,220.14,163.02,1551643,425.31,Low
2013,3,50.0,30.7,527.36,183.51,3551058,365.41,High
2013,4,24.0,32.5,819.95,123.19,4637661,78.4,High
2013,4,38.3,33.1,375.23,216.93,2973689,490.72,Low
2013,4,24.3,33.0,381.17,167.87,3029245,393.67,Medium
2013,4,24.1,33.2,263.53,192.98,2075417,487.19,Low
2013,4,146.4,31.2,361.82,235.63,2827897,580.0,Low
2013,4,41.6,30.9,364.68,218.8,2189688,501.66,Low
2013,4,49.1,34.3,341.38,183.89,2490324,436.69,Low
2013,4,34.2,33.4,258.26,136.52,1708066,351.06,Low
2013,4,22.8,31.1,464.59,182.61,2717425,350.53,High
2013,4,22.7,30.7,355.73,229.43,2719172,552.88,Low
2013,4,29.7,32.4,558.48,177.89,4099649,323.97,High
2013,4,35.1,35.3,486.91,217.74,3597164,501.68,Medium
2013,4,14.2,31.6,515.09,158.35,4564815,288.18,High
2013,4,57.1,32.7,138.25,244.72,884606,712.03,Low
2013,4,32.8,30.4,181.43,185.89,1139687,450.62,Low
2013,4,121.2,30.3,436.3,261.75,2939524,643.96,Low
2013,4,30.0,31.0,357.36,180.47,3338964,377.61,Medium
2013,5,108.5,34.7,299.73,208.21,1734883,503.47,Low
2013,5,120.6,33.0,404.86,193.41,2565453,441.01,Medium
2013,5,89.6,34.7,278.83,223.12,1707929,549.98,Low
2013,5,18.4,36.5,129.79,200.92,859788,546.74,Low
2013,5,11.6,31.8,565.8,175.3,4346318,237.88,High
2013,5,25.1,32.8,320.99,170.39,2512333,401.79,Low
2013,5,36.3,35.7,374.17,193.58,2309587,414.07,Medium
2013,5,67.5,32.9,523.56,154.25,3553523,250.99,High
2013,5,61.0,32.7,597.39,197.05,4526639,425.55,High
2013,5,14.2,33.9,555.48,208.55,4138704,349.94,High
2013,5,37.6,30.5,347.98,168.89,1963236,366.8,Medium
2013,5,55.2,32.2,169.87,270.15,1172340,772.73,Low
2013,5,28.6,35.3,347.44,215.5,2004303,495.51,Low
2013,5,25.2,33.1,205.43,156.86,1303616,338.44,Low
2013,5,19.9,34.5,400.32,169.2,2461423,338.41,Medium
2013,5,11.8,32.5,358.31,231.67,2648129,530.51,Low
2013,5,22.8,32.3,193.05,223.35,1427434,659.82,Low
2013,5,31.3,34.1,582.36,130.33,3618104,199.94,High
2013,5,92.9,36.1,571.66,207.72,3282484,442.38,High
2013,5,66.4,31.3,406.09,194.65,3355949,432.67,Medium
2013,5,44.0,35.2,161.35,236.04,1017044,593.77,Low
2013,5,18.3,37.0,310.61,229.13,1967988,570.66,Low
2013,5,5.5,34.5,494.74,134.02,3652667,201.65,High
2013,6,18.6,31.4,639.57,170.85,4643673,260.12,High
2013,6,34.1,31.9,638.57,189.98,4565336,374.24,High
2013,6,248.2,33.6,357.02,286.71,2156295,792.54,Low
2013,6,95.1,31.0,175.29,188.96,1356242,479.19,Low
2013,6,61.3,33.3,173.51,162.91,1234332,468.35,Low
2013,6,88.0,32.4,372.83,271.79,3366196,643.85,Low
2013,6,78.6,32.5,265.6,224.86,1728478,592.03,Low
2013,6,159.5,34.0,218.77,249.92,1552593,707.05,Low
2013,6,166.8,30.0,407.63,255.74,2382471,655.22,Low
2013,6,238.7,33.2,495.89,256.35,3954331,668.14,Low
2013,7,87.4,32.3,420.72,228.1,2636999,538.17,Low
2013,7,422.7,32.2,236.3,403.93,2008203,1169.99,Low
2013,7,43.0,32.1,466.48,156.5,4045968,289.25,High
2013,7,22.2,31.6,405.81,219.5,3031984,420.4,Medium
2013,7,218.1,31.1,543.54,260.27,3712599,620.04,Medium
2013,7,88.5,31.3,697.89,191.07,4752037,320.54,High
2013,7,208.9,33.5,365.48,266.06,3316865,753.72,Low
2013,7,58.4,31.6,653.88,158.84,4256502,266.75,High
2013,7,265.3,30.2,564.99,279.8,3615486,676.39,Medium
2013,7,47.4,32.5,659.9,244.87,4247110,471.33,High
2013,7,33.1,33.3,337.86,172.61,2714954,398.56,Medium
2013,7,44.9,30.4,379.47,241.08,2153383,611.77,Low
2013,7,109.4,30.7,599.94,228.49,3977767,503.19,Medium
2013,8,172.0,32.0,642.09,280.06,4655372,624.46,Medium
2013,8,157.7,29.0,140.66,233.86,884511,704.84,Low
2013,8,149.4,30.5,335.45,260.59,2073872,657.81,Low
2013,8,65.8,32.0,190.73,193.49,1543988,501.91,Low
2013,8,45.1,31.6,406.92,203.87,2984567,502.22,Low
2013,8,114.2,34.8,476.71,249.38,3926350,664.06,Low
2013,8,44.1,30.9,648.76,223.59,4603927,431.44,High
2013,8,167.7,28.7,332.63,247.88,2790223,644.13,Low
2013,8,27.6,32.1,549.93,193.54,3689621,432.01,High
2013,8,190.0,31.2,545.93,267.69,4341497,599.75,Medium
2013,8,5.9,32.5,498.93,209.58,3537185,378.47,High
2013,8,259.7,29.7,522.2,278.19,3326445,679.53,Low
2013,9,179.8,29.0,675.82,255.35,4692453,570.03,Medium
2013,9,155.6,28.2,378.25,251.33,3162256,656.44,Low
2013,9,164.3,28.7,175.75,256.33,1297086,810.6,Low
2013,9,232.6,30.8,618.99,243.98,4526850,562.97,Medium
2013,9,43.0,29.7,376.96,182.95,2934750,368.64,Medium
2013,9,143.9,22.9,178.65,282.54,1458715,824.44,Low
2013,9,101.0,28.0,432.0,242.19,3615611,586.95,Low
2013,9,114.5,29.2,564.15,258.39,4287706,550.03,Medium
2013,9,155.0,30.8,477.25,191.2,3978299,447.64,Medium
2013,9,119.8,28.2,566.63,237.68,4086365,519.46,Medium
2013,9,161.3,24.8,271.48,237.35,2346368,703.12,Low
2013,9,124.7,30.2,174.53,237.4,946005,679.11,Low
2013,9,194.1,25.3,551.83,188.47,4512163,490.17,Medium
2013,9,166.1,28.6,478.67,186.89,3492509,402.95,Medium
2013,10,74.8,28.3,454.68,138.04,3952811,292.99,High
2013,10,55.4,26.6,313.85,239.02,2124744,601.05,Low
2013,10,42.1,27.9,508.6,156.37,4194294,338.81,High
2013,10,17.2,28.2,401.82,201.25,3040086,458.89,Medium
2013,10,14.4,26.0,570.99,107.05,3730316,127.96,High
2013,10,151.8,25.2,465.25,218.63,3214821,526.49,Medium
2013,10,28.9,26.2,193.67,170.87,1667176,464.24,Low
2013,10,37.1,26.3,586.19,123.16,4202850,138.15,High
2013,10,49.3,30.4,339.36,249.97,2335853,619.46,Low
2013,10,71.6,26.6,600.94,202.51,4447914,346.94,High
2013,10,24.6,28.6,463.37,147.84,2927607,273.77,High
2013,10,31.2,27.4,356.3,202.41,2652619,416.84,Medium
2013,10,2.0,26.9,264.88,173.1,2209753,371.66,Low
2013,10,37.0,26.2,279.74,171.68,2821423,426.73,Low
2013,10,13.7,30.4,701.48,136.27,4704331,204.23,High
2013,10,190.1,27.7,186.55,281.48,1891997,801.78,Low
2013,10,29.9,24.7,326.53,169.78,2413806,388.75,Medium
2013,11,11.0,27.0,263.66,211.59,1630759,475.04,Low
2013,11,40.7,25.8,504.84,186.04,3706753,380.51,High
2013,11,21.9,26.9,709.72,190.68,4475838,292.68,High
2013,11,103.1,29.6,559.99,251.33,4057366,558.51,Medium
2013,11,99.3,25.0,153.56,195.71,1162006,548.76,Low
2013,11,18.1,25.4,660.28,205.49,3677979,355.35,High
2013,11,24.1,25.9,264.57,181.98,1926135,459.34,Low
2013,11,94.7,26.7,133.14,247.05,984435,735.33,Low
2013,11,31.5,28.5,307.37,247.02,2442915,638.46,Low
2013,11,128.8,26.7,163.69,298.94,1027825,855.49,Low
2013,11,94.0,29.8,393.02,187.5,2434160,440.17,Medium
2013,11,12.9,24.3,332.09,147.12,2434723,263.88,High
2013,11,75.6,27.4,130.48,263.56,1255447,769.92,Low
2013,12,71.4,29.3,508.27,254.44,3840819,582.08,Medium
2013,12,62.5,28.9,241.68,221.6,1544055,562.79,Low
2013,12,129.1,25.7,232.76,244.74,2088706,664.1,Low
2013,12,73.7,23.8,438.54,249.34,3223686,575.15,Low
2013,12,22.8,28.0,152.43,163.03,977022,428.13,Low
2013,12,78.5,24.1,511.53,227.3,3599449,485.0,Medium
2013,12,59.6,26.1,211.18,205.45,1650580,578.55,Low
2013,12,30.7,26.7,613.17,115.29,4482446,158.96,High
2013,12,69.6,28.7,434.49,246.22,2670361,580.72,Low
2013,12,69.8,28.5,438.14,182.03,2889387,362.08,Medium
2013,12,59.9,28.5,384.22,130.4,3964886,273.08,High
2013,12,21.9,23.7,299.0,218.3,2297887,524.51,Low
2013,12,11.4,22.3,349.46,187.07,2979259,479.88,Low
2013,12,25.6,23.1,333.06,209.5,3292811,442.45,Low
2013,12,55.6,24.1,352.65,201.7,2525893,459.74,Low
2014,1,32.7,31.6,417.34,196.17,3483289,425.53,Medium
2014,1,29.1,25.4,194.44,167.28,1703221,442.35,Low
2014,1,77.3,27.5,179.63,193.41,1272616,494.92,Low
2014,1,21.0,23.8,215.43,214.41,1859871,551.26,Low
2014,1,28.4,28.8,284.99,189.56,2450616,495.55,Low
2014,1,79.2,26.0,524.05,234.18,3887784,608.6,Medium
2014,1,20.5,25.4,418.19,149.12,2783710,277.98,High
2014,1,34.2,27.3,433.83,225.24,4544925,471.13,Medium
2014,1,125.9,26.6,201.28,230.44,1163061,652.34,Low
2014,1,44.4,26.6,511.43,229.23,4228419,539.92,Medium
2014,1,35.9,29.2,511.38,152.11,3333890,301.59,High
2014,1,28.0,28.3,499.38,215.82,2967452,417.59,Medium
2014,1,26.0,25.1,275.61,158.66,2632773,421.82,Low
2014,1,69.6,27.9,520.72,206.2,4030962,420.59,Medium
2014,2,4.0,26.9,619.53,144.93,4818937,221.86,High
2014,2,82.6,28.0,268.96,187.69,1964022,510.04,Low
2014,2,119.8,27.6,547.15,175.03,4115314,384.94,High
2014,2,64.8,30.2,444.09,191.38,3126530,454.87,Medium
2014,2,103.4,26.0,215.96,229.91,1541639,623.37,Low
2014,2,48.1,30.3,303.57,242.6,1918599,600.86,Low
2014,2,73.5,32.6,175.32,198.9,1380861,603.87,Low
2014,2,48.4,29.7,322.91,185.82,3271084,420.52,Low
2014,2,77.4,30.5,446.82,151.9,2774610,343.91,High
2014,2,60.8,27.6,312.97,194.92,2904399,528.33,Low
2014,2,80.1,26.0,412.83,294.37,2934293,737.7,Low
2014,2,14.5,27.3,573.74,128.23,4681481,133.0,High
2014,2,35.1,25.1,342.26,219.05,2106251,496.15,Low
2014,2,35.9,25.6,148.39,245.59,1067402,665.01,Low
2014,3,17.0,26.8,626.75,164.71,4059535,277.46,High
2014,3,61.4,30.7,474.43,256.64,3078983,572.36,Low
2014,3,12.7,32.3,479.1,117.84,3508194,128.79,High
2014,3,109.5,29.8,275.95,256.31,1803611,697.03,Low
2014,3,26.4,30.2,396.53,207.01,3402813,485.21,Low
2014,3,28.4,32.6,449.23,171.65,2602866,390.48,Medium
2014,3,23.9,30.9,143.71,196.8,1026390,551.25,Low
2014,3,10.8,27.1,534.19,150.27,3353711,308.59,High
2014,3,49.7,32.7,470.62,217.29,3203243,455.3,Medium
2014,3,31.0,30.3,264.6,184.68,2453305,452.39,Low
2014,3,7.6,28.7,413.2,159.3,3989639,307.52,High
2014,3,86.2,27.9,181.64,180.78,1331125,494.53,Low
2014,3,37.8,30.7,503.54,202.68,3634538,447.42,Medium
2014,3,50.9,29.6,455.29,201.08,2495214,435.11,Medium
2014,3,40.1,29.8,557.5,126.93,3659336,140.45,High
2014,3,17.2,29.2,488.33,201.1,3376136,404.36,Medium
2014,3,12.9,29.8,813.61,156.13,4303934,185.18,High
2014,3,56.2,30.0,252.02,185.46,1573137,464.23,Low
2014,3,50.0,28.3,167.72,225.39,1219803,571.07,Low
2014,3,17.0,26.6,350.02,225.22,2667860,550.42,Low
2014,4,58.9,33.2,264.43,244.68,2025657,626.22,Low
2014,4,46.9,32.0,143.25,168.56,1081325,452.38,Low
2014,4,25.1,32.2,531.5,147.87,3881400,231.21,High
2014,4,38.7,30.3,203.33,182.21,1745944,442.29,Low
2014,4,13.8,31.6,478.09,131.04,3096876,170.09,High
2014,4,51.8,35.6,545.7,218.25,3908585,445.89,Medium
2014,4,134.7,31.6,581.98,184.3,4204438,368.66,High
2014,4,58.9,30.7,126.52,211.65,1131302,571.91,Low
2014,4,153.4,32.3,431.24,282.32,2742359,755.89,Low
2014,4,10.9,32.2,472.53,157.56,3814992,296.83,High
2014,4,99.7,32.1,139.23,276.57,983552,735.1,Low
2014,4,24.3,33.8,212.0,223.22,1849737,579.6,Low
2014,4,71.3,37.6,421.85,245.31,2597265,570.18,Low
2014,4,49.3,31.7,380.64,213.74,2486087,524.03,Low
2014,4,10.5,33.9,181.34,172.51,1169663,400.6,Low
2014,4,12.3,34.5,333.06,170.97,1987493,378.76,Medium
2014,4,115.6,30.4,335.85,226.67,2102413,495.56,Low
2014,5,17.3,35.9,213.56,205.47,1317446,580.78,Low
2014,5,22.7,33.7,378.0,232.43,1978168,516.48,Low
2014,5,72.0,34.8,490.84,134.14,3650644,260.67,High
2014,5,15.1,36.9,140.05,188.26,884285,534.71,Low
2014,5,3.9,36.8,609.4,173.06,4050508,293.12,High
2014,5,56.7,31.6,308.71,167.72,2020703,393.27,Low
2014,5,101.9,32.2,440.23,213.13,3609701,496.22,Medium
2014,5,38.7,35.2,525.11,156.47,3724459,235.96,High
2014,5,7.3,33.8,760.38,168.84,4362604,200.91,High
2014,5,29.2,29.8,611.97,157.2,3830138,247.74,High
2014,5,67.4,32.9,362.14,135.23,2205326,255.24,High
2014,5,40.8,33.4,183.29,265.54,1356121,724.81,Low
2014,6,241.8,28.2,780.72,243.29,4696420,502.07,High
2014,6,142.5,32.0,670.16,204.72,4175339,412.86,High
2014,6,94.8,31.5,280.48,221.3,1450753,585.89,Low
2014,6,174.9,29.5,376.17,272.31,2208715,696.8,Low
2014,6,104.0,33.9,564.51,228.29,3588003,488.18,Medium
2014,6,19.1,30.8,396.1,157.02,2806912,337.85,Medium
2014,6,41.2,31.2,825.05,143.98,4546986,125.18,High
2014,6,187.5,34.9,579.19,207.81,4113817,476.6,Medium
2014,6,47.1,31.8,200.99,189.88,1465320,525.47,Low
2014,6,398.5,28.2,294.01,414.4,2306745,1217.86,Low
2014,6,28.9,30.5,150.53,210.47,1287449,632.37,Low
2014,6,134.3,31.2,389.97,260.64,2484558,721.24,Low
2014,6,166.2,31.4,263.01,230.57,1863673,639.88,Low
2014,6,109.3,32.4,300.61,207.41,2156449,524.83,Low
2014,6,87.9,34.1,616.49,181.32,4028321,330.62,High
2014,6,161.7,31.8,506.98,277.6,4060919,702.12,Low
2014,6,356.9,35.9,458.03,259.39,2793090,706.29,Low
2014,6,94.8,31.8,499.29,174.43,3238543,403.61,Medium
2014,6,320.8,33.8,533.89,234.86,3087009,619.3,Medium
2014,6,62.8,32.0,166.12,210.53,1603971,646.89,Low
2014,6,40.3,33.9,600.12,240.02,3451413,383.03,High
2014,7,53.4,29.2,282.92,187.39,2091286,416.67,Low
2014,7,202.9,33.8,300.43,241.99,2296628,702.85,Low
2014,7,110.9,29.2,244.18,231.32,1550488,577.16,Low
2014,7,177.6,30.9,273.72,254.01,1504922,743.37,Low
2014,7,165.6,30.9,486.92,233.99,3468993,589.13,Low
2014,7,142.0,35.5,285.37,258.36,2183162,692.39,Low
2014,7,91.3,31.1,651.0,168.47,4587116,330.49,High
2014,7,58.1,31.8,500.14,154.81,3852173,284.37,High
2014,7,115.0,35.4,571.62,242.09,4600537,577.75,Medium
2014,8,185.3,33.8,418.78,171.61,2487852,368.61,Medium
2014,8,95.3,29.2,668.65,177.14,4422767,280.43,High
2014,8,113.1,27.8,384.43,203.83,3305268,523.24,Low
2014,8,218.1,29.1,594.81,254.14,3451643,637.85,Medium
2014,8,150.4,30.5,478.19,258.6,3302226,662.89,Low
2014,8,101.2,27.5,260.79,255.72,1780956,679.29,Low
